player,season,chance_of_playing_this_round,date,element
Daniel Langley,2020-21,100.0,11/04/2021,606
Daniel N'Lundulu,2020-21,100.0,12/04/2021,590
Danny Ings,2020-21,100.0,12/04/2021,366
Danny Rose,2020-21,,11/04/2021,384
Danny Ward,2020-21,100.0,11/04/2021,223
Danny Welbeck,2020-21,100.0,12/04/2021,588
Dan Burn,2020-21,100.0,12/04/2021,61
Dara O'Shea,2020-21,75.0,12/04/2021,425
Darnell Furlong,2020-21,100.0,12/04/2021,422
Darren Randolph,2020-21,25.0,11/04/2021,430
David Button,2020-21,100.0,12/04/2021,56
David de Gea,2020-21,100.0,11/04/2021,291
David Luiz Moreira Marinho,2020-21,,11/04/2021,3
David Martin,2020-21,100.0,11/04/2021,429
David McGoldrick,2020-21,100.0,11/04/2021,344
Davinson Sánchez,2020-21,100.0,11/04/2021,398
Davy Pröpper,2020-21,100.0,12/04/2021,59
DeAndre Yedlin,2020-21,,11/04/2021,335
Dean Henderson,2020-21,100.0,11/04/2021,305
Declan Rice,2020-21,25.0,11/04/2021,448
Demarai Gray,2020-21,,11/04/2021,230
Denis Odoi,2020-21,100.0,09/04/2021,525
Dennis Praet,2020-21,100.0,11/04/2021,225
Diego Llorente,2020-21,100.0,10/04/2021,549
Diogo Jota,2020-21,100.0,10/04/2021,468
Divock Origi,2020-21,,10/04/2021,256
Dominic Calvert-Lewin,2020-21,100.0,12/04/2021,164
Donny van de Beek,2020-21,100.0,11/04/2021,495
Douglas Luiz Soares de Paulo,2020-21,100.0,10/04/2021,52
Dwight Gayle,2020-21,100.0,11/04/2021,329
Dwight McNeil,2020-21,100.0,11/04/2021,100
Eberechi Eze,2020-21,100.0,10/04/2021,489
Ederson Santana de Moraes,2020-21,100.0,10/04/2021,278
Edinson Cavani,2020-21,100.0,11/04/2021,569
Edouard Mendy,2020-21,100.0,10/04/2021,548
Edward Nketiah,2020-21,100.0,11/04/2021,22
Elia Caprile,2020-21,100.0,10/04/2021,532
Elliot Anderson,2020-21,100.0,11/04/2021,602
Ellis Simms,2020-21,,12/04/2021,596
Emerson Palmieri dos Santos,2020-21,100.0,10/04/2021,111
Emile Smith Rowe,2020-21,100.0,11/04/2021,23
Emiliano Martínez,2020-21,100.0,10/04/2021,12
Emil Krafth,2020-21,100.0,11/04/2021,333
Enda Stevens,2020-21,100.0,11/04/2021,347
Eric Bailly,2020-21,25.0,11/04/2021,310
Eric Dier,2020-21,100.0,11/04/2021,391
Eric Garcia,2020-21,100.0,10/04/2021,288
Erik Lamela,2020-21,100.0,11/04/2021,387
Erik Pieters,2020-21,75.0,11/04/2021,83
Ethan Ampadu,2020-21,100.0,11/04/2021,509
Ezgjan Alioski,2020-21,100.0,10/04/2021,201
Ezri Konsa Ngoyo,2020-21,100.0,10/04/2021,46
Fabian Delph,2020-21,,12/04/2021,149
Fabian Schär,2020-21,,11/04/2021,334
Fabio Henrique Tavares,2020-21,100.0,10/04/2021,253
Fabio Silva,2020-21,100.0,09/04/2021,504
Fabián Balbuena,2020-21,100.0,11/04/2021,443
Fabricio Agosto Ramírez,2020-21,100.0,09/04/2021,171
Facundo Pellistri,2020-21,,11/04/2021,575
Faustino Anjorin,2020-21,100.0,10/04/2021,605
Federico Fernández,2020-21,75.0,11/04/2021,323
Felipe Anderson Pereira Gomes,2020-21,,11/04/2021,440
Felix Nmecha,2020-21,100.0,10/04/2021,609
Fernando Luiz Rosa,2020-21,100.0,10/04/2021,266
Fernando Marçal,2020-21,25.0,09/04/2021,505
Ferran Torres,2020-21,100.0,10/04/2021,287
Fikayo Tomori,2020-21,,10/04/2021,121
Filip Benkovic,2020-21,,11/04/2021,237
Filip Krovinovic,2020-21,,12/04/2021,555
Florian Lejeune,2020-21,,11/04/2021,327
Florin Andone,2020-21,25.0,12/04/2021,64
Francisco Casilla Cortés,2020-21,100.0,10/04/2021,194
Frankie Maguire,2020-21,100.0,11/04/2021,670
Fraser Forster,2020-21,100.0,12/04/2021,523
Frederico Rodrigues de Paula Santos,2020-21,100.0,11/04/2021,299
Frederik Alves,2020-21,100.0,11/04/2021,637
Frédéric Guilbert,2020-21,,10/04/2021,47
Gabriel Fernando de Jesus,2020-21,100.0,10/04/2021,282
Gabriel Teodoro Martinelli Silva,2020-21,100.0,11/04/2021,26
Gabriel Magalhães,2020-21,100.0,11/04/2021,494
Gaetano Berardi,2020-21,100.0,10/04/2021,685
Gareth Bale,2020-21,100.0,11/04/2021,543
Gary Cahill,2020-21,100.0,10/04/2021,125
Gedson Carvalho Fernandes,2020-21,,11/04/2021,401
George Baldock,2020-21,75.0,11/04/2021,351
Georginio Wijnaldum,2020-21,100.0,10/04/2021,243
Giovani Lo Celso,2020-21,100.0,11/04/2021,403
Glenn Murray,2020-21,,12/04/2021,53
Grady Diangana,2020-21,100.0,12/04/2021,446
Granit Xhaka,2020-21,100.0,11/04/2021,9
Gylfi Sigurdsson,2020-21,100.0,12/04/2021,150
Hakim Ziyech,2020-21,100.0,10/04/2021,114
Hal Robson-Kanu,2020-21,100.0,12/04/2021,408
Hamza Choudhury,2020-21,100.0,11/04/2021,234
Harrison Reed,2020-21,100.0,09/04/2021,373
Harry Kane,2020-21,100.0,11/04/2021,388
Harry Lewis,2020-21,100.0,12/04/2021,625
Harry Maguire,2020-21,100.0,11/04/2021,298
Harry Tyrer,2020-21,100.0,12/04/2021,682
Harry Wilson,2020-21,,10/04/2021,257
Harry Winks,2020-21,100.0,11/04/2021,397
Harvey Barnes,2020-21,,11/04/2021,235
Harvey Elliott,2020-21,,10/04/2021,265
Henri Lansbury,2020-21,,10/04/2021,30
Heung-Min Son,2020-21,100.0,11/04/2021,390
Hugo Bueno,2020-21,100.0,09/04/2021,649
Hugo Lloris,2020-21,100.0,11/04/2021,383
Héctor Bellerín,2020-21,100.0,11/04/2021,11
Hélder Wander Sousa de Azevedo e Costa,2020-21,100.0,10/04/2021,205
Ian Carlo Poveda-Ocampo,2020-21,100.0,10/04/2021,209
Ibrahima Diallo,2020-21,100.0,12/04/2021,565
Iliman Ndiaye,2020-21,100.0,11/04/2021,656
Ilkay Gündogan,2020-21,100.0,10/04/2021,271
Illan Meslier,2020-21,100.0,10/04/2021,213
Indiana Vassilev,2020-21,,10/04/2021,51
Isaac Hayden,2020-21,,11/04/2021,336
Isaac Price,2020-21,,12/04/2021,691
Islam Slimani,2020-21,,11/04/2021,579
Issa Diop,2020-21,100.0,11/04/2021,451
Ivan Ricardo Neves Abreu Cavaleiro,2020-21,100.0,09/04/2021,187
Jack Butland,2020-21,100.0,10/04/2021,586
Jack Cork,2020-21,100.0,11/04/2021,84
Jack Grealish,2020-21,75.0,10/04/2021,37
Jack Harrison,2020-21,,10/04/2021,203
Jack Jenkins,2020-21,100.0,10/04/2021,599
Jack O'Connell,2020-21,,11/04/2021,354
Jack Robinson,2020-21,,11/04/2021,352
Jack Stephens,2020-21,100.0,12/04/2021,367
Jack Wilshere,2020-21,,11/04/2021,434
Jacob Murphy,2020-21,100.0,11/04/2021,497
Jacob Ramsey,2020-21,100.0,10/04/2021,554
Jaden Philogene-Bidace,2020-21,100.0,10/04/2021,683
Jairo Riedewald,2020-21,100.0,10/04/2021,144
Jake Cain,2020-21,100.0,10/04/2021,607
Jake Livermore,2020-21,100.0,12/04/2021,409
Jake Vokins,2020-21,,12/04/2021,380
Jakub Moder,2020-21,100.0,12/04/2021,628
Jakub Ojrzynski,2020-21,100.0,10/04/2021,678
Jamaal Lascelles,2020-21,100.0,11/04/2021,328
Jamal Baptiste,2020-21,100.0,11/04/2021,669
Jamal Lewis,2020-21,100.0,11/04/2021,513
James Bree,2020-21,,10/04/2021,43
James Garner,2020-21,,11/04/2021,317
James Justin,2020-21,,11/04/2021,239
James Maddison,2020-21,100.0,11/04/2021,231
James McArthur,2020-21,25.0,10/04/2021,130
James McCarthy,2020-21,50.0,10/04/2021,131
James Milner,2020-21,100.0,10/04/2021,241
James Rodríguez,2020-21,100.0,12/04/2021,508
James Tarkowski,2020-21,100.0,11/04/2021,81
James Tomkins,2020-21,,10/04/2021,129
James Trafford,2020-21,100.0,10/04/2021,595
James Ward-Prowse,2020-21,100.0,12/04/2021,370
Jamie Shackleton,2020-21,100.0,10/04/2021,210
Jamie Vardy,2020-21,100.0,11/04/2021,224
Jannik Vestergaard,2020-21,100.0,12/04/2021,369
Jan Bednarek,2020-21,100.0,12/04/2021,376
Japhet Tanganga,2020-21,100.0,11/04/2021,402
Jarrad Branthwaite,2020-21,,12/04/2021,170
Jarrod Bowen,2020-21,100.0,11/04/2021,445
Jason Steele,2020-21,100.0,12/04/2021,528
Javier Manquillo,2020-21,100.0,11/04/2021,332
Jay-Roy Grot,2020-21,,10/04/2021,207
Jayden Bogle,2020-21,75.0,11/04/2021,510
Jayson Molumby,2020-21,,12/04/2021,550
Jay Rodriguez,2020-21,100.0,11/04/2021,86
Jean Michaël Seri,2020-21,,09/04/2021,189
Jean-Philippe Gbamin,2020-21,100.0,12/04/2021,161
Jean-Philippe Mateta,2020-21,100.0,10/04/2021,641
Jed Steer,2020-21,100.0,10/04/2021,32
Jeffrey Schlupp,2020-21,100.0,10/04/2021,142
Jeff Hendrick,2020-21,100.0,11/04/2021,485
Jensen Weir,2020-21,100.0,12/04/2021,633
Jesse Lingard,2020-21,100.0,11/04/2021,301
Jesurun Rak-Sakyi,2020-21,,10/04/2021,688
Jimmy Dunne,2020-21,100.0,11/04/2021,519
Joachim Andersen,2020-21,100.0,09/04/2021,571
Joelinton Cássio Apolinário de Lira,2020-21,100.0,11/04/2021,340
Joel Matip,2020-21,,10/04/2021,246
Joel Mumbongo,2020-21,100.0,11/04/2021,613
Joel Ward,2020-21,100.0,10/04/2021,134
Joe Bryan,2020-21,100.0,09/04/2021,182
Joe Gelhardt,2020-21,100.0,10/04/2021,667
Joe Hart,2020-21,100.0,11/04/2021,482
Joe Rodon,2020-21,100.0,11/04/2021,584
Johann Berg Gudmundsson,2020-21,100.0,11/04/2021,90
John Egan,2020-21,100.0,11/04/2021,353
John Fleck,2020-21,100.0,11/04/2021,346
John Lundstram,2020-21,100.0,11/04/2021,355
John McGinn,2020-21,100.0,10/04/2021,38
John Ruddy,2020-21,100.0,09/04/2021,453
John Stones,2020-21,100.0,10/04/2021,273
Jonas Lössl,2020-21,,12/04/2021,151
Jonathan Castro Otto,2020-21,,09/04/2021,462
Jonathan Leko,2020-21,,12/04/2021,420
Jonjoe Kenny,2020-21,,12/04/2021,160
Jonjo Shelvey,2020-21,100.0,11/04/2021,321
Jonny Evans,2020-21,100.0,11/04/2021,219
Jordan Ayew,2020-21,100.0,10/04/2021,140
Jordan Henderson,2020-21,,10/04/2021,244
Jordan Hugill,2020-21,,11/04/2021,444
Jordan Pickford,2020-21,25.0,12/04/2021,157
Jordan Stevens,2020-21,,10/04/2021,212
Jorge Luiz Frello Filho,2020-21,100.0,10/04/2021,105
Joseph Gomez,2020-21,,10/04/2021,260
Joseph Willock,2020-21,100.0,11/04/2021,20
Joshua King,2020-21,100.0,12/04/2021,651
Josh Benson,2020-21,100.0,11/04/2021,535
Josh Brownhill,2020-21,100.0,11/04/2021,98
Josh Maja,2020-21,100.0,09/04/2021,665
Josh Onomah,2020-21,100.0,09/04/2021,188
Josh Sims,2020-21,,12/04/2021,374
José Diogo Dalot Teixeira,2020-21,,11/04/2021,314
José Ignacio Peleteiro Romallo,2020-21,,10/04/2021,34
José Izquierdo,2020-21,100.0,12/04/2021,72
João Filipe Iria Santos Moutinho,2020-21,75.0,09/04/2021,454
João Pedro Cavaco Cancelo,2020-21,100.0,10/04/2021,277
João Virgínia,2020-21,100.0,12/04/2021,167
Joël Veltman,2020-21,100.0,12/04/2021,67
Juan Foyth,2020-21,,11/04/2021,406
Juan Mata,2020-21,100.0,11/04/2021,290
Kaine Hayden,2020-21,100.0,10/04/2021,671
Kai Havertz,2020-21,100.0,10/04/2021,500
Kalvin Phillips,2020-21,100.0,10/04/2021,204
Kamil Grosicki,2020-21,100.0,12/04/2021,410
Kamil Miazek,2020-21,,10/04/2021,208
Karlan Grant,2020-21,100.0,12/04/2021,582
Karlo Ziger,2020-21,100.0,10/04/2021,593
Karl Darlow,2020-21,100.0,11/04/2021,325
Kasper Schmeichel,2020-21,100.0,11/04/2021,217
Kayne Ramsay,2020-21,100.0,12/04/2021,598
Kean Bryan,2020-21,100.0,11/04/2021,603
Keinan Davis,2020-21,100.0,10/04/2021,50
Kelechi Iheanacho,2020-21,100.0,11/04/2021,233
Kelland Watts,2020-21,,11/04/2021,342
Kenneth Zohore,2020-21,,12/04/2021,416
Kenny Tete,2020-21,100.0,09/04/2021,517
Kepa Arrizabalaga,2020-21,100.0,10/04/2021,112
Kevin De Bruyne,2020-21,100.0,10/04/2021,272
Kevin Long,2020-21,25.0,11/04/2021,85
Kevin McDonald,2020-21,,09/04/2021,172
Kgaogelo Chauke,2020-21,100.0,12/04/2021,624
Ki-Jana Hoever,2020-21,100.0,09/04/2021,545
Kieran Gibbs,2020-21,50.0,12/04/2021,407
Kieran Tierney,2020-21,,11/04/2021,17
Konstantinos Tsimikas,2020-21,100.0,10/04/2021,242
Kortney Hause,2020-21,75.0,10/04/2021,39
Kurt Zouma,2020-21,100.0,10/04/2021,110
Kyle Bartley,2020-21,100.0,12/04/2021,412
Kyle Edwards,2020-21,100.0,12/04/2021,421
Kyle John,2020-21,100.0,12/04/2021,679
Kyle Walker-Peters,2020-21,75.0,12/04/2021,375
Kyle Walker,2020-21,100.0,10/04/2021,270
Kyron Gordon,2020-21,100.0,11/04/2021,646
Leander Dendoncker,2020-21,100.0,09/04/2021,464
Leandro Trossard,2020-21,100.0,12/04/2021,69
Lee Grant,2020-21,100.0,11/04/2021,604
Lee Peltier,2020-21,100.0,12/04/2021,600
Leif Davis,2020-21,100.0,10/04/2021,214
Leighton Clarkson,2020-21,100.0,10/04/2021,601
Leonardo Campana,2020-21,100.0,09/04/2021,476
Lewis Dunk,2020-21,100.0,12/04/2021,62
Lewis Richardson,2020-21,100.0,11/04/2021,592
Lewis Richards,2020-21,100.0,09/04/2021,615
Liam Cooper,2020-21,100.0,10/04/2021,195
Liam Delap,2020-21,100.0,10/04/2021,539
Liam Hughes,2020-21,100.0,10/04/2021,677
Lucas Digne,2020-21,100.0,12/04/2021,155
Lucas Rodrigues Moura da Silva,2020-21,100.0,11/04/2021,392
Lucas Torreira,2020-21,,11/04/2021,19
Lukasz Fabianski,2020-21,100.0,11/04/2021,431
Luka Milivojevic,2020-21,100.0,10/04/2021,138
Luke Ayling,2020-21,100.0,10/04/2021,197
Luke Cundle,2020-21,100.0,09/04/2021,614
Luke Freeman,2020-21,,11/04/2021,477
Luke Mbete,2020-21,100.0,10/04/2021,622
Luke Shaw,2020-21,100.0,11/04/2021,300
Luke Thomas,2020-21,100.0,11/04/2021,240
Lys Mousset,2020-21,100.0,11/04/2021,359
Léo Bonatini,2020-21,,09/04/2021,463
Mace Goodridge,2020-21,,11/04/2021,551
Mahmoud Ahmed Ibrahim Hassan,2020-21,100.0,10/04/2021,40
Mamadou Sakho,2020-21,,10/04/2021,127
Manuel Lanzini,2020-21,100.0,11/04/2021,439
Marcos Alonso,2020-21,100.0,10/04/2021,104
Marcos Rojo,2020-21,,11/04/2021,294
Marcus Bettinelli,2020-21,,09/04/2021,183
Marcus Rashford,2020-21,100.0,11/04/2021,306
Marc Albrighton,2020-21,100.0,11/04/2021,221
Marek Rodák,2020-21,25.0,09/04/2021,186
Mario Lemina,2020-21,100.0,09/04/2021,493
Mark Gillespie,2020-21,100.0,11/04/2021,488
Mark Noble,2020-21,100.0,11/04/2021,427
Martin Dubravka,2020-21,100.0,11/04/2021,326
Martin Kelly,2020-21,100.0,10/04/2021,135
Martin Ødegaard,2020-21,100.0,11/04/2021,645
Martín Montoya,2020-21,,12/04/2021,63
Marvelous Nakamba,2020-21,100.0,10/04/2021,44
Mason Greenwood,2020-21,100.0,11/04/2021,315
Mason Holgate,2020-21,100.0,12/04/2021,165
Mason Mount,2020-21,100.0,10/04/2021,120
Matej Vydra,2020-21,100.0,11/04/2021,93
Mateo Kovacic,2020-21,100.0,10/04/2021,107
Mateusz Bogusz,2020-21,,10/04/2021,533
Mateusz Klich,2020-21,100.0,10/04/2021,198
Matheus Pereira,2020-21,100.0,12/04/2021,481
Mathew Ryan,2020-21,100.0,11/04/2021,70
Matija Sarkic,2020-21,,09/04/2021,472
Matteo Guendouzi,2020-21,,11/04/2021,25
Matthew Cash,2020-21,100.0,10/04/2021,496
Matthew Clarke,2020-21,,12/04/2021,73
Matthew Longstaff,2020-21,100.0,11/04/2021,487
Matthew Lowton,2020-21,100.0,11/04/2021,92
Matty James,2020-21,,11/04/2021,222
Matt Doherty,2020-21,,11/04/2021,457
Matt Macey,2020-21,,11/04/2021,527
Matt Phillips,2020-21,100.0,12/04/2021,411
Matt Ritchie,2020-21,100.0,11/04/2021,322
Matt Targett,2020-21,100.0,10/04/2021,42
Maxime Le Marchand,2020-21,,09/04/2021,173
Max Kilman,2020-21,100.0,09/04/2021,470
Max Lowe,2020-21,100.0,11/04/2021,511
Max Meyer,2020-21,,10/04/2021,143
Max Sanders,2020-21,,12/04/2021,632
Max Thompson,2020-21,100.0,11/04/2021,591
Mbaye Diagne,2020-21,100.0,12/04/2021,648
Mbwana Samatta,2020-21,,10/04/2021,49
Meritan Shabani,2020-21,,09/04/2021,553
Mesut Özil,2020-21,,11/04/2021,1
Michael Hector,2020-21,100.0,09/04/2021,178
Michael Keane,2020-21,100.0,12/04/2021,156
Michael Obafemi,2020-21,,12/04/2021,381
Michael Verrips,2020-21,,11/04/2021,580
Michail Antonio,2020-21,75.0,11/04/2021,437
Michal Karbownik,2020-21,100.0,12/04/2021,663
Michy Batshuayi,2020-21,,10/04/2021,108
Miguel Almirón,2020-21,100.0,11/04/2021,339
Miguel Azeez,2020-21,,11/04/2021,689
Mohamed Naser El Sayed Elneny,2020-21,100.0,11/04/2021,526
Mohamed Salah,2020-21,100.0,10/04/2021,254
Mohammed Salisu,2020-21,100.0,12/04/2021,479
Moise Kean,2020-21,,12/04/2021,169
Moisés Caicedo,2020-21,100.0,12/04/2021,664
Morgan Gibbs-White,2020-21,100.0,09/04/2021,473
Morgan Sanson,2020-21,100.0,10/04/2021,647
Moussa Djenepo,2020-21,100.0,12/04/2021,382
Moussa Sissoko,2020-21,100.0,11/04/2021,385
N'Golo Kanté,2020-21,100.0,10/04/2021,113
Naby Keita,2020-21,100.0,10/04/2021,261
Nampalys Mendy,2020-21,100.0,11/04/2021,518
Nathaniel Clyne,2020-21,50.0,10/04/2021,577
Nathaniel Phillips,2020-21,100.0,10/04/2021,589
Nathan Aké,2020-21,100.0,10/04/2021,279
Nathan Bishop,2020-21,100.0,11/04/2021,686
Nathan Broadhead,2020-21,100.0,12/04/2021,680
Nathan Ferguson,2020-21,25.0,10/04/2021,145
Nathan Redmond,2020-21,100.0,12/04/2021,365
Nathan Tella,2020-21,100.0,12/04/2021,524
Nathan Trott,2020-21,100.0,11/04/2021,674
Neal Maupay,2020-21,100.0,12/04/2021,68
Neco Williams,2020-21,100.0,10/04/2021,264
Neeskens Kebano,2020-21,,09/04/2021,180
Neil Taylor,2020-21,100.0,10/04/2021,31
Nemanja Matic,2020-21,100.0,11/04/2021,295
Niall Huggins,2020-21,100.0,10/04/2021,619
Nick Pope,2020-21,100.0,11/04/2021,96
Nicolas Pépé,2020-21,100.0,11/04/2021,18
Nicolás Otamendi,2020-21,,10/04/2021,269
Niels Nkounkou,2020-21,100.0,12/04/2021,559
Nigel Lonwijk,2020-21,100.0,09/04/2021,629
Nélson Cabral Semedo,2020-21,100.0,09/04/2021,546
Odion Ighalo,2020-21,,11/04/2021,293
Okay Yokuslu,2020-21,100.0,12/04/2021,654
Ola Aina,2020-21,100.0,09/04/2021,562
Oleksandr Zinchenko,2020-21,100.0,10/04/2021,283
Oliver Burke,2020-21,100.0,11/04/2021,424
Oliver Casey,2020-21,100.0,10/04/2021,215
Oliver McBurnie,2020-21,100.0,11/04/2021,357
Oliver Norwood,2020-21,100.0,11/04/2021,349
Oliver Skipp,2020-21,,11/04/2021,404
Olivier Giroud,2020-21,100.0,10/04/2021,103
Ollie Watkins,2020-21,100.0,10/04/2021,514
Oluwasemilogo Adesewo Ibidapo Ajayi,2020-21,100.0,12/04/2021,419
Oriol Romeu Vidal,2020-21,,12/04/2021,364
Oskar Buur,2020-21,,09/04/2021,467
Owen Otasowie,2020-21,100.0,09/04/2021,581
Ozan Kabak,2020-21,100.0,10/04/2021,652
Pablo Fornals,2020-21,100.0,11/04/2021,450
Pablo Hernández Domínguez,2020-21,100.0,10/04/2021,193
Pablo Marí,2020-21,100.0,11/04/2021,10
Pascal Groß,2020-21,100.0,12/04/2021,57
Pascal Struijk,2020-21,100.0,10/04/2021,211
Patrick Bamford,2020-21,100.0,10/04/2021,202
Patrick Cutrone,2020-21,,09/04/2021,626
Patrick van Aanholt,2020-21,100.0,10/04/2021,139
Paulo Gazzaniga,2020-21,,11/04/2021,393
Paul Dummett,2020-21,100.0,11/04/2021,331
Paul Pogba,2020-21,100.0,11/04/2021,296
Pedro Lomba Neto,2020-21,100.0,09/04/2021,474
Percy Tau,2020-21,,12/04/2021,627
Phil Bardsley,2020-21,100.0,11/04/2021,82
Phil Foden,2020-21,100.0,10/04/2021,284
Phil Jagielka,2020-21,100.0,11/04/2021,529
Phil Jones,2020-21,,11/04/2021,297
Pierre-Emerick Aubameyang,2020-21,100.0,11/04/2021,4
Pierre-Emile Højbjerg,2020-21,100.0,11/04/2021,396
Raheem Sterling,2020-21,100.0,10/04/2021,276
Raphael Dias Belloli,2020-21,100.0,10/04/2021,570
Rayan Ait Nouri,2020-21,100.0,09/04/2021,563
Raúl Jiménez,2020-21,,09/04/2021,460
Reda Khadra,2020-21,100.0,12/04/2021,630
Reece Hannam,2020-21,100.0,10/04/2021,675
Reece James,2020-21,100.0,10/04/2021,123
Reece Welch,2020-21,,12/04/2021,690
Reiss Nelson,2020-21,100.0,11/04/2021,21
Rekeem Harper,2020-21,,12/04/2021,426
Rhian Brewster,2020-21,100.0,11/04/2021,262
Rhys Williams,2020-21,100.0,10/04/2021,594
Ricardo Domingos Barbosa Pereira,2020-21,100.0,11/04/2021,226
Richard Nartey,2020-21,100.0,11/04/2021,658
Richarlison de Andrade,2020-21,100.0,12/04/2021,166
Riyad Mahrez,2020-21,100.0,10/04/2021,275
Robbie Brady,2020-21,,11/04/2021,95
Roberto Firmino,2020-21,100.0,10/04/2021,249
Roberto Jimenez Gago,2020-21,,11/04/2021,433
Robert Snodgrass,2020-21,100.0,12/04/2021,428
Robert Sánchez,2020-21,100.0,12/04/2021,597
Robin Koch,2020-21,100.0,10/04/2021,491
Robin Olsen,2020-21,100.0,12/04/2021,573
Rob Holding,2020-21,100.0,11/04/2021,16
Rodrigo Hernandez,2020-21,100.0,10/04/2021,286
Rodrigo Moreno,2020-21,100.0,10/04/2021,492
Rolando Aarons,2020-21,,11/04/2021,337
Romaine Sawyers,2020-21,100.0,12/04/2021,413
Romain Saïss,2020-21,100.0,09/04/2021,461
Ross Barkley,2020-21,100.0,10/04/2021,106
Ruben Loftus-Cheek,2020-21,100.0,09/04/2021,115
Rui Pedro dos Santos Patrício,2020-21,100.0,09/04/2021,455
Ryan Astley,2020-21,100.0,12/04/2021,681
Ryan Bennett,2020-21,,09/04/2021,456
Ryan Bertrand,2020-21,100.0,12/04/2021,362
Ryan Finnigan,2020-21,100.0,12/04/2021,655
Ryan Fraser,2020-21,75.0,11/04/2021,507
Ryan Fredericks,2020-21,100.0,11/04/2021,438
Ryan Inniss,2020-21,,10/04/2021,534
Ryan Sessegnon,2020-21,,11/04/2021,399
Rúben Diogo da Silva Neves,2020-21,100.0,09/04/2021,466
Rúben Gonçalo Silva Nascimento Vinagre,2020-21,,09/04/2021,471
Rúben Santos Gato Alves Dias,2020-21,100.0,10/04/2021,556
Rúnar Alex Rúnarsson,2020-21,100.0,11/04/2021,547
Sadio Mané,2020-21,100.0,10/04/2021,251
Sam Field,2020-21,,12/04/2021,423
Sam Johnstone,2020-21,100.0,12/04/2021,417
Sam Woods,2020-21,,10/04/2021,522
Sander Berge,2020-21,,11/04/2021,360
Saïd Benrahma,2020-21,100.0,11/04/2021,587
Scott Carson,2020-21,100.0,10/04/2021,608
Scott Dann,2020-21,100.0,10/04/2021,486
Scott McTominay,2020-21,100.0,11/04/2021,309
Sead Kolasinac,2020-21,,11/04/2021,14
Seamus Coleman,2020-21,100.0,12/04/2021,152
Sean Longstaff,2020-21,100.0,11/04/2021,480
Serge Aurier,2020-21,100.0,11/04/2021,389
Sergio Agüero,2020-21,100.0,10/04/2021,268
Sergio Reguilón,2020-21,100.0,11/04/2021,542
Sergio Romero,2020-21,,11/04/2021,289
Shane Duffy,2020-21,,12/04/2021,58
Shane Flynn,2020-21,100.0,11/04/2021,684
Shane Long,2020-21,,12/04/2021,361
Shkodran Mustafi,2020-21,,11/04/2021,7
Shola Shoretire,2020-21,100.0,11/04/2021,673
Sidnei Tavares,2020-21,100.0,11/04/2021,676
Simon Moore,2020-21,,11/04/2021,348
Sofiane Boufal,2020-21,,12/04/2021,372
Sokratis Papastathopoulos,2020-21,,11/04/2021,2
Solomon March,2020-21,,12/04/2021,65
Stefan Johansen,2020-21,,09/04/2021,174
Stephen Henderson,2020-21,100.0,10/04/2021,578
Steven Alzate,2020-21,100.0,12/04/2021,79
Steven Bergwijn,2020-21,100.0,11/04/2021,400
Stuart Armstrong,2020-21,100.0,12/04/2021,368
Stuart Dallas,2020-21,100.0,10/04/2021,200
Sébastien Haller,2020-21,,11/04/2021,441
Tahith Chong,2020-21,,11/04/2021,316
Takumi Minamino,2020-21,100.0,12/04/2021,258
Tammy Abraham,2020-21,100.0,10/04/2021,118
Tanguy Ndombele,2020-21,100.0,11/04/2021,405
Tariq Lamptey,2020-21,,12/04/2021,77
Taylor Harwood-Bellis,2020-21,,10/04/2021,623
Taylor Perry,2020-21,100.0,09/04/2021,611
Teddy Jenks,2020-21,100.0,12/04/2021,631
Teden Mengi,2020-21,,11/04/2021,319
Terence Kongolo,2020-21,100.0,09/04/2021,585
Thakgalo Leshabela,2020-21,100.0,11/04/2021,661
Thanawat Suengchitthawon,2020-21,100.0,11/04/2021,687
Theo Corbeanu,2020-21,100.0,09/04/2021,610
Theo Walcott,2020-21,100.0,12/04/2021,148
Thiago Alcántara do Nascimento,2020-21,100.0,10/04/2021,531
Thiago Thiago,2020-21,,10/04/2021,490
Thomas McGill,2020-21,100.0,12/04/2021,662
Thomas Partey,2020-21,100.0,11/04/2021,567
Timothy Castagne,2020-21,100.0,11/04/2021,498
Timothy Fosu-Mensah,2020-21,,11/04/2021,312
Timo Werner,2020-21,100.0,10/04/2021,117
Tim Ream,2020-21,100.0,09/04/2021,176
Toby Alderweireld,2020-21,100.0,11/04/2021,386
Tomas Soucek,2020-21,100.0,11/04/2021,449
Tommy Doyle,2020-21,100.0,10/04/2021,285
Tom Cairney,2020-21,,09/04/2021,175
Tom Davies,2020-21,100.0,12/04/2021,163
Tom Heaton,2020-21,100.0,10/04/2021,28
Tosin Adarabioyo,2020-21,100.0,09/04/2021,572
Trent Alexander-Arnold,2020-21,100.0,10/04/2021,259
Tyler Onyango,2020-21,100.0,12/04/2021,644
Tyler Roberts,2020-21,100.0,10/04/2021,206
Tyrick Mitchell,2020-21,100.0,10/04/2021,146
Tyrone Mings,2020-21,100.0,10/04/2021,41
Vicente Guaita,2020-21,100.0,10/04/2021,128
Victor Lindelöf,2020-21,100.0,11/04/2021,308
Virgil van Dijk,2020-21,,10/04/2021,250
Vitor Ferreira,2020-21,100.0,09/04/2021,515
Vladimir Coufal,2020-21,100.0,11/04/2021,558
